,is_male,has_eaten,sd,wt,dp_mins,bac,class,id_code
823,0,0,3.0,61.0,118.0,0.06364261179881789,under,1374.3
824,1,0,6.0,62.0,65.0,0.1451293103448276,over,3509.23
825,0,1,1.0,65.0,103.0,0.009684013605442184,under,64.83
826,0,1,4.0,74.0,67.0,0.09621275050560767,over,1908.09
827,0,0,5.0,78.0,121.0,0.09224727891156465,over,4353.15
828,0,1,5.0,57.0,90.0,0.1561471535982814,over,4005.17
829,1,0,5.0,89.0,108.0,0.06668461836497483,under,3204.86
830,0,1,3.0,78.0,86.0,0.060051700680272116,under,1208.48
831,1,0,5.0,98.0,71.0,0.06733092892329347,under,2342.44
832,0,0,3.0,70.0,81.0,0.061644752186588936,under,1048.58
833,1,0,7.0,72.0,69.0,0.14487643678160922,over,5038.22
834,0,1,5.0,69.0,99.0,0.1234846051464064,over,4217.62
835,1,1,5.0,67.0,95.0,0.10819673185795163,over,3443.36
836,1,0,7.0,72.0,118.0,0.1326264367816092,over,7887.56
837,0,1,2.0,62.0,61.0,0.054890136054421765,under,415.19
838,0,0,4.0,51.0,127.0,0.11883059223689477,over,3078.66
839,1,0,8.0,83.0,83.0,0.1399812006647279,over,7714.64
840,0,0,2.0,62.0,68.0,0.044406802721088434,under,374.44
841,0,0,4.0,73.0,82.0,0.0849243406951822,over,2033.43
842,1,1,7.0,85.0,103.0,0.11908062880324545,over,7297.86
843,0,0,5.0,68.0,93.0,0.11878805522208884,over,3756.08
844,0,1,4.0,76.0,97.0,0.08490495882563551,over,2503.68
845,1,1,8.0,74.0,99.0,0.16302958993476238,over,9554.84
846,0,0,6.0,67.0,88.0,0.1518318204893898,over,5371.2
847,1,0,6.0,95.0,85.0,0.08407123411978222,over,4073.25
848,1,1,4.0,89.0,126.0,0.05094769469197986,under,2285.31
849,0,1,5.0,70.0,85.0,0.12540792031098155,over,3730.89
850,0,0,4.0,74.0,96.0,0.079496083838941,under,2258.96
851,1,0,7.0,80.0,120.0,0.11591379310344829,over,7789.41
852,0,1,4.0,57.0,73.0,0.12633438954529183,over,2102.71
853,0,0,4.0,71.0,87.0,0.0865543690715723,over,2138.59
854,0,1,3.0,63.0,109.0,0.07161083576287658,under,1475.25
855,1,1,8.0,79.0,70.0,0.1588694893059799,over,7028.39
856,0,1,3.0,62.0,113.0,0.07199353741496599,under,1513.16
857,0,0,1.0,69.0,88.0,0.0036735876959479476,under,22.31
858,1,1,8.0,75.0,91.0,0.16262586206896554,over,8879.37
859,0,1,4.0,79.0,86.0,0.08407650047360717,over,2284.86
860,1,1,5.0,71.0,108.0,0.0979356483729966,over,3754.85
861,1,0,9.0,76.0,92.0,0.17447731397459168,over,10979.51
862,1,0,6.0,85.0,123.0,0.08696196754563897,over,5455.12
863,0,1,2.0,69.0,100.0,0.037380508725229224,under,515.85
864,1,0,7.0,97.0,140.0,0.08534127266263776,over,8112.54
865,1,1,5.0,80.0,103.0,0.08597413793103449,over,3542.13
866,0,1,5.0,74.0,107.0,0.11155343813200957,over,4416.4
867,1,1,5.0,68.0,78.0,0.11061663286004059,over,2933.55
868,0,1,3.0,66.0,88.0,0.07328837353123069,under,1276.98
869,1,0,6.0,67.0,74.0,0.13083607822954196,over,3892.11
870,1,0,7.0,87.0,82.0,0.11367360285374557,over,5676.63
871,1,0,6.0,85.0,92.0,0.09471196754563896,over,4443.89
872,0,0,5.0,77.0,89.0,0.10295720028271052,over,3527.83
873,1,0,3.0,62.0,67.0,0.06393965517241379,under,796.82
874,1,1,8.0,77.0,103.0,0.15500570980743397,over,9834.8
875,1,1,7.0,85.0,111.0,0.11708062880324545,over,7732.59
876,0,1,4.0,66.0,105.0,0.09837894248608536,over,2727.06
877,0,0,4.0,80.0,109.0,0.06781054421768708,under,2365.23
878,0,0,6.0,54.0,87.0,0.19466972789115647,over,5487.35
879,0,1,4.0,62.0,73.0,0.11516360544217687,over,2084.92
880,0,1,5.0,69.0,144.0,0.1107346051464064,over,5501.3
881,0,0,5.0,59.0,119.0,0.13356109189438486,over,4688.66
882,0,1,3.0,71.0,90.0,0.06640327680367922,under,1272.95
883,1,1,9.0,61.0,94.0,0.23003730921424537,over,11871.31
884,1,0,7.0,64.0,70.0,0.16489224137931036,over,5171.02
885,1,1,10.0,78.0,85.0,0.20004310344827592,over,13262.86
886,1,1,6.0,82.0,70.0,0.11201850294365015,over,3857.92
887,0,1,2.0,60.0,105.0,0.044545918367346934,under,561.28
888,1,1,8.0,64.0,87.0,0.194198275862069,over,8650.37
889,1,1,10.0,71.0,98.0,0.21787129674599323,over,15159.48
890,0,1,3.0,79.0,126.0,0.04775737535520537,under,1426.13
891,0,0,5.0,60.0,105.0,0.13473979591836738,over,4244.3
892,0,1,2.0,52.0,74.0,0.06345170068027212,under,488.32
893,0,0,2.0,60.0,101.0,0.037179251700680274,under,450.61
894,0,0,3.0,82.0,70.0,0.05238169902107185,under,902.01
895,0,0,3.0,63.0,96.0,0.06679416909620992,under,1211.91
896,0,1,2.0,64.0,84.0,0.04638367346938776,under,498.72
897,1,1,4.0,76.0,94.0,0.07176769509981852,under,2050.83
898,1,1,7.0,77.0,69.0,0.14184874608150472,over,5275.5
899,0,1,3.0,82.0,62.0,0.06314836568773852,under,963.14
900,0,1,5.0,68.0,115.0,0.1210547218887555,over,4733.24
901,1,1,8.0,90.0,62.0,0.14022988505747128,over,6259.86
902,0,1,4.0,70.0,81.0,0.09834300291545191,over,2230.42
903,0,1,3.0,72.0,81.0,0.06779489795918367,under,1186.14
904,0,1,5.0,76.0,101.0,0.10974369853204438,over,4211.96
905,1,1,6.0,83.0,64.0,0.11204840049854593,over,3571.21
906,0,1,3.0,68.0,121.0,0.06129949979991997,under,1513.12
907,0,1,4.0,64.0,104.0,0.10240068027210886,over,2726.32
908,1,1,9.0,63.0,85.0,0.2244766009852217,over,10818.65
909,1,0,7.0,83.0,98.0,0.11613980058163692,over,6612.77
910,1,0,7.0,81.0,80.0,0.12411238825031931,over,5629.74
911,0,0,3.0,73.0,98.0,0.05335158885471999,under,1145.03
912,0,1,3.0,63.0,78.0,0.08039416909620992,over,1185.17
913,1,0,3.0,72.0,87.0,0.04773275862068966,under,896.99
914,0,0,4.0,74.0,95.0,0.07977941717227433,under,2243.4
915,0,1,4.0,65.0,83.0,0.1064527210884354,over,2297.25
916,1,0,9.0,73.0,89.0,0.18334282002834204,over,10720.6
917,0,1,3.0,69.0,85.0,0.0702374297545105,under,1235.83
918,0,0,3.0,66.0,104.0,0.06025504019789736,under,1240.77
919,0,1,3.0,82.0,98.0,0.052948365687738516,under,1276.48
920,0,0,4.0,72.0,96.0,0.08245986394557824,over,2279.85
921,0,0,3.0,50.0,71.0,0.09831598639455782,over,1047.07
922,0,0,4.0,85.0,53.0,0.0778716886754702,under,1403.25
923,0,0,2.0,69.0,84.0,0.03341384205856256,under,387.33
924,0,1,3.0,67.0,104.0,0.0674159102446949,under,1409.26
925,1,0,8.0,93.0,112.0,0.11544827586206899,over,9620.07
926,1,1,9.0,64.0,121.0,0.2117543103448276,over,14758.43
927,0,1,4.0,66.0,56.0,0.1122622758194187,over,1659.69
928,0,0,3.0,74.0,118.0,0.046588729545872405,under,1220.44
929,0,1,5.0,64.0,87.0,0.1380591836734694,over,3843.57
930,1,0,8.0,70.0,80.0,0.1705812807881774,over,7642.04
931,0,0,4.0,71.0,104.0,0.08173770240490563,over,2414.2
932,1,0,6.0,80.0,68.0,0.10806896551724139,over,3527.37
933,0,1,2.0,72.0,72.0,0.04292993197278912,under,445.1
934,1,0,8.0,78.0,83.0,0.15028448275862072,over,7783.53
935,0,1,1.0,86.0,77.0,0.009635397880082264,under,63.81
936,1,1,6.0,81.0,86.0,0.1095249042145594,over,4577.7
937,1,0,9.0,79.0,112.0,0.16197817546922744,over,12898.65
938,1,0,6.0,73.0,30.0,0.12956188001889468,over,1702.44
939,1,0,5.0,78.0,60.0,0.09189655172413795,over,2150.38
940,1,0,7.0,74.0,89.0,0.1354946411929171,over,6246.57
941,1,0,9.0,72.0,108.0,0.181448275862069,over,12698.48
942,0,1,3.0,71.0,48.0,0.07830327680367921,under,800.57
943,0,0,4.0,52.0,33.0,0.14248673469387757,over,978.03
944,1,1,9.0,84.0,83.0,0.16541995073891627,over,10379.77
945,1,1,4.0,94.0,126.0,0.04696111518708732,under,2224.83
946,1,0,9.0,64.0,79.0,0.21475431034482761,over,9772.18
947,1,1,9.0,78.0,87.0,0.17816379310344832,over,10881.18
948,1,0,3.0,97.0,96.0,0.02757483114113047,under,770.33
949,1,1,3.0,102.0,89.0,0.03429665314401623,under,934.04
950,1,1,6.0,82.0,35.0,0.12076850294365014,over,2079.63
951,0,0,4.0,69.0,66.0,0.09572768411712512,over,1743.78
952,1,0,8.0,88.0,107.0,0.12484874608150473,over,9404.61
953,1,0,6.0,86.0,80.0,0.09634322373696874,over,3977.05
954,0,1,3.0,74.0,117.0,0.055372062879205736,under,1438.23
955,0,1,4.0,65.0,68.0,0.1107027210884354,over,1957.22
956,1,1,5.0,91.0,96.0,0.07512561576354682,under,3281.49
957,1,1,7.0,89.0,89.0,0.11640846571096476,over,6454.5
958,1,1,5.0,88.0,87.0,0.08049921630094045,over,3081.51
959,0,0,3.0,66.0,95.0,0.06280504019789736,under,1181.36
960,0,0,3.0,79.0,110.0,0.0437907086885387,under,1141.62
961,0,0,3.0,58.0,116.0,0.06923044804128549,under,1397.35
962,0,1,3.0,57.0,82.0,0.08915495882563552,over,1250.13
963,0,1,3.0,68.0,96.0,0.0683828331332533,under,1339.21
964,0,1,2.0,67.0,86.0,0.043055051274241044,under,496.17
965,0,1,4.0,65.0,91.0,0.10418605442176873,over,2465.04
966,1,1,8.0,63.0,80.0,0.1992569786535304,over,8034.04
967,1,0,8.0,75.0,119.0,0.14812586206896552,over,10576.19
968,0,0,4.0,73.0,121.0,0.0738743406951822,under,2610.13
969,0,0,2.0,57.0,114.0,0.036958861439312575,under,480.32
970,1,0,6.0,68.0,104.0,0.1211399594320487,over,5140.21
971,0,0,4.0,66.0,93.0,0.09327894248608537,over,2290.18
972,1,1,7.0,76.0,98.0,0.13659346642468242,over,7121.44
973,1,0,10.0,104.0,90.0,0.13784482758620692,over,12902.28
974,0,0,3.0,74.0,84.0,0.05622206287920574,under,1048.43
975,1,0,6.0,67.0,77.0,0.13008607822954196,over,4026.68
976,0,0,4.0,61.0,75.0,0.10818459350953495,over,1979.78
977,0,1,3.0,65.0,99.0,0.07155204081632655,under,1381.31
978,0,1,3.0,71.0,70.0,0.07206994347034588,under,1074.56
979,1,0,6.0,68.0,89.0,0.1248899594320487,over,4535.0
980,1,0,7.0,95.0,116.0,0.09387477313974595,over,7241.5
981,1,0,6.0,75.0,86.0,0.11190689655172414,over,4330.8
982,0,0,4.0,74.0,112.0,0.07496275050560766,under,2485.17
983,0,1,4.0,72.0,103.0,0.0889765306122449,over,2639.4
984,1,1,6.0,66.0,90.0,0.13659874608150474,over,4868.38
985,1,0,6.0,79.0,122.0,0.09615211697948495,over,5560.28
986,1,1,3.0,92.0,105.0,0.035627811094452774,under,1032.49
987,0,1,3.0,73.0,67.0,0.07063492218805333,under,1036.43
988,1,1,7.0,72.0,97.0,0.14537643678160922,over,7107.16
989,1,1,6.0,93.0,84.0,0.09408620689655174,over,4410.01
990,0,1,4.0,63.0,83.0,0.11030889212827989,over,2307.22
991,0,1,5.0,57.0,104.0,0.15218048693161476,over,4510.63
992,0,1,3.0,77.0,83.0,0.06188765350295963,under,1186.57
993,1,0,5.0,92.0,116.0,0.0616296851574213,under,3288.56
994,1,1,4.0,69.0,74.0,0.08567166416791606,over,1749.76
995,1,1,8.0,79.0,94.0,0.15286948930597993,over,9081.67
996,1,0,7.0,70.0,94.0,0.14325862068965523,over,6598.49
997,1,0,9.0,84.0,72.0,0.1606699507389163,over,8745.59
998,1,0,7.0,84.0,98.0,0.11446551724137932,over,6595.96
999,1,1,6.0,70.0,79.0,0.13068596059113302,over,4336.16
1000,1,0,6.0,67.0,53.0,0.13608607822954194,over,2899.45
1001,0,1,5.0,45.0,65.0,0.20940306122448982,over,3062.52
1002,1,0,6.0,83.0,52.0,0.10754840049854593,over,2785.07
1003,1,1,7.0,40.0,71.0,0.2815775862068966,over,5597.76
1004,1,1,9.0,81.0,104.0,0.1667873563218391,over,12645.15
1005,0,0,3.0,72.0,86.0,0.057878231292517006,under,1075.15
1006,0,0,5.0,78.0,60.0,0.10953061224489798,over,2563.02
1007,1,1,9.0,68.0,95.0,0.20445993914807306,over,11887.3
1008,1,1,6.0,82.0,90.0,0.10701850294365015,over,4738.78
1009,1,1,9.0,72.0,88.0,0.19394827586206898,over,11059.71
1010,0,0,2.0,54.0,77.0,0.05128990929705215,under,426.53
1011,0,1,5.0,61.0,66.0,0.1515932418869187,over,3051.57
1012,0,0,6.0,64.0,56.0,0.16918435374149662,over,3638.14
1013,1,0,7.0,66.0,79.0,0.15711520376175553,over,5734.39
1014,1,0,5.0,80.0,79.0,0.08447413793103449,over,2669.38
1015,1,1,5.0,80.0,87.0,0.0899741379310345,over,3131.1
1016,1,0,4.0,77.0,82.0,0.06612785490371698,under,1670.13
1017,0,0,3.0,51.0,96.0,0.08891044417767108,over,1305.92
1018,1,0,6.0,78.0,73.0,0.11002586206896554,over,3758.92
1019,0,1,3.0,66.0,95.0,0.07130504019789737,under,1341.25
1020,1,0,6.0,50.0,57.0,0.18586034482758623,over,3178.21
1021,0,1,4.0,57.0,84.0,0.12321772287862515,over,2359.87
1022,0,1,3.0,64.0,79.0,0.07864217687074831,under,1192.84
1023,0,0,2.0,65.0,71.0,0.040618027210884367,under,374.9
1024,1,1,12.0,96.0,97.0,0.191698275862069,over,21421.13
1025,1,0,5.0,67.0,77.0,0.10519673185795163,over,2713.55
1026,0,1,4.0,71.0,140.0,0.08003770240490563,over,3182.3
1027,0,0,4.0,66.0,78.0,0.09752894248608537,over,2008.32
1028,0,1,2.0,75.0,109.0,0.030253401360544222,under,494.64
1029,0,1,3.0,77.0,102.0,0.056504320169626296,under,1331.35
1030,1,1,4.0,76.0,30.0,0.08776769509981852,over,800.44
1031,1,0,8.0,69.0,76.0,0.17434332833583213,over,7314.05
1032,0,0,4.0,60.0,143.0,0.0910751700680272,over,3125.7
1033,0,1,3.0,70.0,118.0,0.0596614188532556,under,1478.41
1034,0,1,2.0,78.0,122.0,0.024545578231292515,under,467.15
1035,0,0,3.0,77.0,94.0,0.05027098683629296,under,1091.58
1036,0,1,5.0,62.0,118.0,0.13425034013605444,over,4910.88
1037,1,0,8.0,67.0,73.0,0.18086477097272263,over,7076.88
1038,0,1,2.0,67.0,89.0,0.04220505127424104,under,503.34
1039,0,1,4.0,67.0,106.0,0.09631010254848209,over,2735.98
1040,1,1,6.0,83.0,115.0,0.09929840049854592,over,5686.82
1041,1,0,5.0,65.0,101.0,0.10302586206896555,over,3381.82
1042,0,0,3.0,75.0,96.0,0.051755102040816334,under,1117.91
1043,0,1,6.0,70.0,81.0,0.15473950437317788,over,5264.24
1044,1,1,8.0,79.0,87.0,0.1546194893059799,over,8501.6
1045,0,1,4.0,58.0,97.0,0.1171461529439362,over,2636.26
1046,1,1,10.0,74.0,119.0,0.203099487418453,over,17884.94
1047,0,0,4.0,76.0,71.0,0.08377162549230217,over,1808.13
1048,1,1,9.0,96.0,79.0,0.14408620689655174,over,9834.75
1049,1,0,9.0,83.0,61.0,0.1655726007478189,over,7544.65
1050,0,1,3.0,74.0,82.0,0.0652887295458724,under,1188.52
1051,1,1,11.0,99.0,79.0,0.17303735632183906,over,14886.58
1052,1,1,9.0,83.0,121.0,0.1580726007478189,over,14287.71
1053,0,1,3.0,75.0,51.0,0.07300510204081634,under,837.73
1054,0,0,3.0,57.0,47.0,0.09057162549230219,over,727.92
1055,0,0,3.0,68.0,87.0,0.062432833133253304,under,1108.06
1056,0,1,3.0,66.0,97.0,0.07073837353123069,under,1358.6
1057,0,0,5.0,71.0,128.0,0.1027387946727987,over,4668.45
1058,0,1,4.0,64.0,117.0,0.09871734693877551,over,2956.78
1059,0,0,3.0,62.0,100.0,0.06717687074829932,under,1249.49
1060,1,1,3.0,87.0,90.0,0.04250297265160524,under,998.39
1061,0,0,3.0,53.0,121.0,0.07744558464895393,under,1489.98
1062,1,1,7.0,78.0,111.0,0.12940517241379315,over,7842.73
1063,1,0,9.0,89.0,114.0,0.1401323130569547,over,12796.04
1064,1,0,3.0,63.0,81.0,0.05915886699507389,under,905.66
1065,1,1,6.0,69.0,109.0,0.1252574962518741,over,5652.37
1066,1,1,6.0,78.0,102.0,0.11027586206896554,over,5264.13
1067,0,1,4.0,67.0,116.0,0.09347676921514875,over,2906.01
1068,0,0,4.0,61.0,101.0,0.10081792684286829,over,2484.56
1069,0,0,3.0,62.0,43.0,0.08332687074829932,over,666.45
1070,0,1,4.0,68.0,69.0,0.10506044417767108,over,1971.77
1071,1,1,7.0,100.0,61.0,0.10898103448275863,over,4653.49
1072,0,0,3.0,70.0,76.0,0.0630614188532556,under,1006.46
1073,0,1,2.0,74.0,66.0,0.0431480419194705,under,421.47
1074,1,0,6.0,86.0,138.0,0.08184322373696876,over,5827.89
1075,1,0,8.0,80.0,44.0,0.15575862068965518,over,4386.16
1076,1,0,8.0,67.0,42.0,0.1886147709727226,over,4246.1
1077,0,1,3.0,73.0,97.0,0.06213492218805332,under,1319.93
1078,0,0,5.0,69.0,102.0,0.11413460514640639,over,4016.4
1079,0,1,5.0,64.0,60.0,0.14570918367346938,over,2797.62
1080,1,1,7.0,85.0,76.0,0.12583062880324544,over,5690.06
1081,1,1,8.0,76.0,89.0,0.16078539019963706,over,8700.42
1082,0,1,4.0,64.0,131.0,0.09475068027210885,over,3177.56
1083,1,0,6.0,84.0,110.0,0.09161330049261085,over,5079.04
1084,0,0,5.0,66.0,68.0,0.13026951144094,over,2923.25
1085,0,0,5.0,47.0,79.0,0.18760364017947603,over,3482.86
1086,1,1,9.0,68.0,45.0,0.21695993914807304,over,5975.08
1087,0,0,4.0,52.0,92.0,0.12577006802721089,over,2406.74
1088,0,1,4.0,61.0,113.0,0.10591792684286828,over,2920.37
1089,0,0,4.0,66.0,119.0,0.0859122758194187,over,2699.02
1090,1,1,9.0,73.0,80.0,0.19309282002834202,over,10148.96
1091,1,0,2.0,77.0,120.0,0.013313927451858491,under,246.04
1092,0,0,2.0,55.0,103.0,0.042594032158317884,under,482.59
1093,0,1,4.0,62.0,72.0,0.11544693877551021,over,2061.42
1094,1,1,4.0,79.0,124.0,0.06093474465298996,under,2387.67
1095,0,1,4.0,56.0,101.0,0.12087458697764822,over,2734.67
1096,1,0,7.0,84.0,135.0,0.10521551724137931,over,8352.01
1097,0,0,4.0,70.0,91.0,0.08700966958211857,over,2217.01
1098,1,0,6.0,70.0,90.0,0.12043596059113304,over,4552.48
1099,1,1,7.0,63.0,100.0,0.1677873563218391,over,7399.42
1100,0,1,3.0,68.0,110.0,0.06441616646658664,under,1445.5
1101,1,0,7.0,72.0,76.0,0.14312643678160922,over,5482.32
1102,1,0,6.0,77.0,98.0,0.10544178235557547,over,4773.98
1103,0,1,3.0,62.0,83.0,0.080493537414966,over,1242.66
1104,1,1,10.0,77.0,89.0,0.20181963725929247,over,13830.7
1105,0,0,5.0,69.0,101.0,0.11441793847973973,over,3986.89
1106,1,1,7.0,73.0,91.0,0.14465552668871048,over,6726.63
1107,0,0,4.0,68.0,92.0,0.09004377751100441,over,2253.26
1108,0,0,3.0,65.0,94.0,0.06446870748299321,under,1181.71
1109,1,1,5.0,69.0,89.0,0.10608958020989508,over,3257.48
1110,0,0,3.0,76.0,87.0,0.05326621911922663,under,1056.59
1111,0,0,2.0,71.0,118.0,0.022168851202452815,under,371.46
1112,1,0,4.0,78.0,73.0,0.06726724137931035,under,1532.08
1113,0,0,4.0,65.0,105.0,0.09171938775510206,over,2503.94
1114,0,1,3.0,62.0,94.0,0.07737687074829933,under,1352.86
1115,1,1,9.0,76.0,93.0,0.1817273139745917,over,11560.04
1116,1,0,8.0,66.0,57.0,0.1878816614420063,over,5654.49
1117,0,1,3.0,51.0,92.0,0.0985437775110044,over,1387.1
1118,1,0,5.0,67.0,136.0,0.09044673185795163,over,4120.75
1119,1,0,8.0,91.0,86.0,0.1251009852216749,over,7832.32
1120,1,0,3.0,74.0,96.0,0.04360484622553589,under,929.31
1121,0,1,4.0,60.0,125.0,0.1046751700680272,over,3140.26
1122,0,1,2.0,70.0,95.0,0.03797983479105929,under,505.13
1123,0,1,2.0,64.0,105.0,0.040433673469387754,under,543.43
1124,1,0,4.0,88.0,58.0,0.061299373040752364,under,1251.49
1125,0,1,4.0,69.0,93.0,0.09657768411712511,over,2478.96
1126,1,0,6.0,86.0,105.0,0.09009322373696875,over,4881.25
1127,0,0,3.0,66.0,123.0,0.05487170686456403,under,1336.35
1128,0,1,3.0,72.0,78.0,0.06864489795918367,under,1156.53
1129,0,0,4.0,60.0,83.0,0.10807517006802721,over,2152.86
1130,1,1,9.0,73.0,111.0,0.18534282002834204,over,13516.5
1131,1,0,6.0,88.0,52.0,0.10069905956112854,over,2764.79
1132,0,0,4.0,65.0,78.0,0.09936938775510207,over,2015.21
1133,1,1,8.0,87.0,52.0,0.14784126040428064,over,5350.67
1134,0,0,3.0,76.0,73.0,0.057232885785893306,under,952.58
1135,1,1,10.0,83.0,70.0,0.19091400083090987,over,11092.1
1136,0,1,3.0,54.0,86.0,0.09379319727891157,over,1306.73
1137,0,0,3.0,70.0,61.0,0.0673114188532556,under,862.26
1138,0,0,5.0,62.0,99.0,0.13113367346938778,over,4024.49
1139,1,1,7.0,97.0,82.0,0.10734127266263777,over,5976.55
1140,0,1,5.0,56.0,98.0,0.15697240038872695,over,4307.32
1141,0,0,3.0,60.0,77.0,0.07687721088435376,under,1065.52
1142,0,1,5.0,57.0,70.0,0.1618138202649481,over,3228.19
1143,1,0,7.0,70.0,83.0,0.14600862068965523,over,5938.17
1144,1,1,8.0,73.0,79.0,0.17049917335852624,over,7866.15
1145,1,0,5.0,82.0,59.0,0.08693208578637512,over,2102.89
1146,0,1,4.0,67.0,39.0,0.11529343588181543,over,1205.05
1147,0,1,5.0,67.0,85.0,0.13172096151893595,over,3750.75
1148,1,0,7.0,73.0,81.0,0.13965552668871048,over,5780.48
1149,0,0,5.0,64.0,47.0,0.14089251700680272,over,2119.02
1150,1,1,11.0,62.0,111.0,0.2756120689655172,over,20864.38
1151,0,0,4.0,60.0,89.0,0.10637517006802721,over,2272.17
1152,0,1,2.0,72.0,77.0,0.041513265306122454,under,460.3
1153,0,0,2.0,62.0,88.0,0.03874013605442177,under,422.73
1154,0,1,3.0,83.0,102.0,0.050944971723629204,under,1293.9
1155,0,0,4.0,63.0,112.0,0.09359222546161322,over,2641.55
1156,1,1,8.0,78.0,72.0,0.1605344827586207,over,7212.49
1157,1,1,1.0,70.0,71.0,0.013572660098522172,under,67.46
1158,0,1,3.0,57.0,91.0,0.08660495882563553,over,1347.66
1159,0,1,4.0,62.0,126.0,0.1001469387755102,over,3129.39
1160,0,1,3.0,59.0,93.0,0.08251665513663092,over,1358.31
1161,1,1,4.0,98.0,55.0,0.06181474313863477,under,1332.73
1162,1,1,4.0,72.0,110.0,0.07264367816091954,under,2301.35
1163,1,1,5.0,83.0,93.0,0.08470700041545494,over,3269.27
1164,1,1,10.0,74.0,105.0,0.206599487418453,over,16052.78
1165,1,0,8.0,74.0,89.0,0.15802958993476238,over,8326.26
1166,0,0,4.0,74.0,148.0,0.06476275050560766,under,2837.13
1167,1,1,8.0,82.0,73.0,0.1519413372582002,over,7276.17
1168,0,1,3.0,64.0,110.0,0.06985884353741498,under,1475.42
1169,1,1,6.0,73.0,78.0,0.12506188001889468,over,4272.61
1170,0,1,4.0,65.0,98.0,0.1022027210884354,over,2604.13
1171,1,1,7.0,79.0,89.0,0.13301080314273245,over,6546.39
1172,0,0,4.0,63.0,73.0,0.10464222546161323,over,1925.0
1173,1,0,6.0,73.0,67.0,0.12031188001889469,over,3530.67
1174,0,1,4.0,85.0,90.0,0.07588835534213687,under,2322.18
1175,1,1,5.0,65.0,81.0,0.11552586206896555,over,3041.22
1176,0,1,4.0,78.0,96.0,0.08252448979591837,over,2471.77
1177,0,0,4.0,73.0,82.0,0.0849243406951822,over,2033.43
1178,1,0,6.0,80.0,56.0,0.1110689655172414,over,2985.53
1179,1,1,4.0,72.0,67.0,0.08339367816091955,over,1609.16
1180,0,1,4.0,66.0,92.0,0.1020622758194187,over,2478.89
1181,0,0,3.0,62.0,98.0,0.067743537414966,under,1234.83
1182,0,0,5.0,76.0,78.0,0.10776036519871104,over,3194.02
1183,1,1,6.0,76.0,59.0,0.12440154264972778,over,3346.9
1184,0,1,3.0,58.0,109.0,0.07971378137461882,under,1511.85
1185,1,0,10.0,90.0,100.0,0.1602873563218391,over,14425.86
1186,0,0,4.0,51.0,133.0,0.11713059223689476,over,3177.99
1187,0,0,4.0,65.0,110.0,0.0903027210884354,over,2582.66
1188,1,0,10.0,86.0,106.0,0.16740537289494792,over,15260.67
1189,0,1,3.0,72.0,88.0,0.06581156462585033,under,1250.95
1190,1,1,5.0,73.0,98.0,0.0972182333490789,over,3477.5
1191,1,1,6.0,69.0,86.0,0.13100749625187408,over,4664.39
1192,1,1,5.0,65.0,74.0,0.11727586206896555,over,2820.48
1193,1,0,8.0,72.0,97.0,0.1610373563218391,over,8997.48
1194,0,1,5.0,74.0,76.0,0.12033677146534291,over,3383.87
1195,0,0,4.0,69.0,129.0,0.07787768411712512,under,2772.76
1196,0,0,3.0,64.0,60.0,0.07552551020408164,under,870.05
1197,0,1,3.0,80.0,87.0,0.0578704081632653,under,1208.33
1198,1,1,7.0,76.0,63.0,0.1453434664246824,over,4871.33
1199,1,0,7.0,74.0,80.0,0.1377446411929171,over,5708.14
1200,0,0,4.0,63.0,76.0,0.10379222546161322,over,1987.83
1201,1,1,7.0,76.0,74.0,0.1425934664246824,over,5613.62
1202,0,0,2.0,58.0,85.0,0.043981409805301436,under,433.66
1203,0,0,4.0,52.0,81.0,0.12888673469387757,over,2171.48
1204,1,0,4.0,78.0,104.0,0.05951724137931036,under,1931.22
1205,0,0,4.0,58.0,141.0,0.09617948627726952,over,3146.22
1206,1,0,9.0,79.0,90.0,0.16747817546922744,over,10716.93
1207,0,0,2.0,71.0,66.0,0.03690218453578615,under,345.85
1208,1,1,4.0,78.0,127.0,0.061267241379310354,under,2427.65
1209,0,1,5.0,59.0,108.0,0.14517775856105153,over,4625.36
1210,0,0,4.0,55.0,82.0,0.1203213976499691,over,2170.6
1211,1,0,4.0,94.0,124.0,0.03996111518708732,under,1863.15
1212,0,1,5.0,67.0,72.0,0.1354042948522693,over,3265.95
1213,0,0,4.0,83.0,94.0,0.06849329563150561,under,2137.54
1214,1,1,3.0,75.0,43.0,0.06345344827586206,under,613.91
1215,0,0,5.0,56.0,95.0,0.14932240038872693,over,3971.98
1216,0,0,2.0,68.0,102.0,0.029155222088835538,under,404.44
1217,0,1,4.0,75.0,67.0,0.09479013605442178,over,1905.28
1218,1,0,9.0,79.0,86.0,0.16847817546922744,over,10301.77
1219,1,0,11.0,76.0,68.0,0.2243611615245009,over,12754.48
1220,1,1,10.0,71.0,135.0,0.20862129674599322,over,19996.35
1221,0,0,3.0,55.0,99.0,0.07961604823747681,under,1300.53
1222,1,0,5.0,72.0,78.0,0.09630459770114944,over,2704.23
1223,0,0,4.0,49.0,104.0,0.13166619464112178,over,2683.88
1224,0,1,3.0,62.0,50.0,0.089843537414966,over,835.54
1225,1,0,6.0,67.0,82.0,0.12883607822954196,over,4246.95
1226,0,1,4.0,73.0,80.0,0.09399100736184887,over,2195.63
1227,0,0,5.0,56.0,100.0,0.14790573372206028,over,4141.36
