emp_length,annual_inc,open_acc,cr_history_yrs,grade,home_ownership,purpose,addr_state,loan_status
4,41004.0,6.0,10,E,RENT,other,NY,1
4,85000.0,28.0,27,D,OWN,home_improvement,CO,1
5,175000.0,4.0,19,E,RENT,debt_consolidation,NY,0
1,32000.0,2.0,33,E,RENT,car,OH,1
1,35000.0,5.0,10,B,RENT,debt_consolidation,TX,1
5,55000.0,2.0,22,B,RENT,debt_consolidation,RI,1
7,65000.0,7.0,18,D,MORTGAGE,home_improvement,MD,1
6,140000.0,17.0,21,G,MORTGAGE,medical,OR,0
1,20000.0,3.0,10,C,RENT,major_purchase,CA,1
2,85000.0,14.0,19,A,MORTGAGE,car,CO,1
1,79200.0,4.0,18,E,OWN,home_improvement,TX,1
1,53040.0,14.0,17,C,RENT,car,MA,1
7,101000.0,4.0,23,C,RENT,medical,FL,1
3,36500.0,7.0,14,B,RENT,credit_card,IL,0
5,36000.0,4.0,14,A,OWN,other,MD,1
10,128000.0,6.0,21,B,MORTGAGE,credit_card,CA,1
8,32000.0,8.0,18,D,MORTGAGE,debt_consolidation,MO,1
10,108000.0,9.0,16,B,MORTGAGE,other,CA,1
10,64800.0,6.0,18,B,RENT,credit_card,CA,1
9,40000.0,7.0,23,B,MORTGAGE,debt_consolidation,SC,1
6,63000.0,6.0,15,C,RENT,debt_consolidation,CO,1
2,129996.0,6.0,19,B,MORTGAGE,home_improvement,CA,1
1,100000.0,2.0,29,E,RENT,debt_consolidation,CA,1
1,38832.0,5.0,21,B,RENT,debt_consolidation,NM,1
4,24996.0,13.0,15,B,RENT,debt_consolidation,MO,0
3,110656.0,13.0,19,C,MORTGAGE,major_purchase,CA,0
0,30600.0,9.0,13,A,RENT,small_business,MA,1
3,52000.0,5.0,17,A,RENT,debt_consolidation,CA,1
10,80000.0,13.0,23,A,MORTGAGE,debt_consolidation,MA,1
2,25920.0,6.0,16,C,RENT,wedding,NJ,1
10,75000.0,11.0,30,D,MORTGAGE,debt_consolidation,CA,1
7,29000.0,8.0,17,B,RENT,debt_consolidation,PA,0
3,175000.0,5.0,15,B,OWN,wedding,NY,1
10,42000.0,5.0,19,A,MORTGAGE,vacation,GA,1
9,55200.0,9.0,19,C,MORTGAGE,small_business,CA,0
5,42000.0,6.0,12,D,MORTGAGE,small_business,OK,1
10,48000.0,10.0,31,B,MORTGAGE,car,NJ,1
6,20400.0,6.0,22,C,MORTGAGE,renewable_energy,KY,1
8,70000.0,15.0,28,B,RENT,moving,OR,1
9,64000.0,10.0,20,A,RENT,credit_card,CA,1
5,130000.0,13.0,15,E,MORTGAGE,debt_consolidation,VA,1
1,28854.0,2.0,12,E,RENT,moving,CT,1
2,56000.0,7.0,23,A,MORTGAGE,major_purchase,MO,1
3,51000.0,14.0,16,A,RENT,credit_card,MA,1
10,38400.0,8.0,16,A,MORTGAGE,car,MI,1
4,60000.0,5.0,26,C,MORTGAGE,major_purchase,NJ,1
4,65000.0,13.0,21,E,RENT,debt_consolidation,NM,1
5,30500.0,8.0,16,C,RENT,moving,MA,0
5,71000.0,17.0,33,A,RENT,debt_consolidation,CA,1
8,39779.0,5.0,48,A,RENT,debt_consolidation,HI,1
4,48000.0,3.0,13,D,RENT,moving,CO,1
10,50800.0,5.0,16,E,RENT,credit_card,AL,1
10,61000.0,16.0,21,A,MORTGAGE,home_improvement,CA,1
3,56000.0,15.0,23,A,RENT,debt_consolidation,CA,1
4,40000.0,3.0,21,B,RENT,other,NJ,1
10,82000.0,10.0,32,C,MORTGAGE,small_business,CA,0
0,32004.0,7.0,32,A,MORTGAGE,major_purchase,GA,1
0,22800.0,6.0,12,B,RENT,debt_consolidation,WI,1
6,83236.0,15.0,15,A,RENT,debt_consolidation,NJ,1
6,65000.0,9.0,31,A,MORTGAGE,debt_consolidation,CA,1
10,115000.0,8.0,20,C,MORTGAGE,credit_card,WV,1
5,60000.0,21.0,27,E,MORTGAGE,debt_consolidation,NJ,1
1,67476.0,9.0,23,C,RENT,debt_consolidation,VA,1
10,65061.0,4.0,35,E,RENT,debt_consolidation,NM,0
1,48000.0,4.0,42,E,RENT,debt_consolidation,CA,1
3,30000.0,9.0,15,E,MORTGAGE,debt_consolidation,PA,1
6,39996.0,9.0,15,B,RENT,debt_consolidation,FL,1
5,150000.0,10.0,22,A,MORTGAGE,other,NY,1
2,110000.0,18.0,24,A,MORTGAGE,debt_consolidation,NJ,1
5,44928.0,4.0,20,C,MORTGAGE,home_improvement,CA,1
10,73505.0,9.0,26,B,MORTGAGE,credit_card,FL,1
1,82000.0,11.0,18,B,RENT,debt_consolidation,NY,1
6,75000.0,17.0,18,A,RENT,debt_consolidation,NY,1
10,60000.0,7.0,23,C,RENT,small_business,IL,1
10,84700.0,18.0,34,E,MORTGAGE,debt_consolidation,OH,0
5,47000.0,8.0,19,A,MORTGAGE,credit_card,FL,1
5,145000.0,10.0,21,D,MORTGAGE,home_improvement,MO,1
1,195000.0,14.0,31,B,MORTGAGE,debt_consolidation,TX,1
1,46000.0,6.0,10,D,RENT,debt_consolidation,MD,1
3,82000.0,13.0,21,B,MORTGAGE,small_business,NC,1
1,72000.0,15.0,25,D,MORTGAGE,major_purchase,IL,1
7,64700.0,8.0,29,B,MORTGAGE,home_improvement,IL,1
0,8400.0,2.0,23,A,RENT,car,NY,1
5,43500.0,14.0,36,C,OWN,debt_consolidation,PA,1
2,24996.0,3.0,10,G,RENT,major_purchase,GA,1
6,52000.0,12.0,19,A,MORTGAGE,debt_consolidation,PA,1
1,10980.0,3.0,41,A,OWN,renewable_energy,FL,1
2,79135.0,29.0,15,D,RENT,debt_consolidation,PA,1
10,88000.0,17.0,19,B,RENT,debt_consolidation,WI,1
2,28800.0,6.0,37,A,OWN,major_purchase,IL,1
1,32000.0,4.0,18,B,RENT,debt_consolidation,CA,1
9,35000.0,9.0,14,E,RENT,debt_consolidation,CA,1
2,30000.0,6.0,18,A,RENT,car,MD,1
10,85000.0,8.0,23,C,MORTGAGE,credit_card,MI,1
4,61000.0,5.0,14,C,RENT,wedding,IL,1
10,106305.6,11.0,25,D,MORTGAGE,small_business,GA,0
7,59964.0,9.0,17,D,RENT,debt_consolidation,CA,1
4,46800.0,6.0,13,B,RENT,debt_consolidation,WA,1
1,48000.0,6.0,14,B,RENT,car,FL,1
10,89200.0,16.0,21,D,MORTGAGE,home_improvement,WA,1
2,30996.0,3.0,11,E,RENT,debt_consolidation,CO,1
10,37000.0,9.0,18,D,RENT,medical,NY,1
0,34000.0,4.0,20,C,MORTGAGE,moving,FL,1
10,106800.0,16.0,15,C,MORTGAGE,debt_consolidation,AR,1
1,60000.0,10.0,24,D,RENT,other,NJ,1
1,120000.0,7.0,30,D,RENT,debt_consolidation,CA,1
7,71000.0,10.0,18,C,MORTGAGE,credit_card,CA,1
8,55000.0,21.0,19,C,RENT,debt_consolidation,IL,1
2,34000.0,21.0,20,A,RENT,credit_card,MO,1
10,46000.0,13.0,28,B,MORTGAGE,debt_consolidation,MO,1
1,53000.0,5.0,14,D,RENT,debt_consolidation,IL,1
10,193000.0,3.0,25,C,MORTGAGE,other,CA,1
10,80070.0,15.0,38,B,MORTGAGE,small_business,NJ,1
8,60000.0,7.0,20,C,MORTGAGE,house,CA,1
7,80730.0,12.0,21,A,MORTGAGE,credit_card,PA,1
7,72576.0,7.0,32,A,RENT,other,RI,1
10,78000.0,7.0,26,A,MORTGAGE,home_improvement,OK,1
10,59000.0,8.0,39,A,MORTGAGE,credit_card,KY,1
0,35142.0,9.0,18,B,RENT,debt_consolidation,MD,1
2,110004.0,8.0,17,B,MORTGAGE,home_improvement,TX,1
8,67746.0,9.0,20,C,RENT,debt_consolidation,NJ,1
10,56000.0,5.0,21,C,RENT,car,CA,1
10,76000.0,10.0,24,B,RENT,credit_card,WA,1
10,140000.0,7.0,18,D,RENT,debt_consolidation,NY,1
5,100000.0,7.0,16,A,OWN,car,NY,1
2,50000.0,15.0,34,E,RENT,debt_consolidation,CA,0
3,36000.0,6.0,17,A,RENT,debt_consolidation,CA,1
4,52000.0,5.0,21,B,RENT,debt_consolidation,CA,1
6,101424.0,12.0,22,A,RENT,major_purchase,NY,1
10,30000.0,3.0,20,G,OWN,debt_consolidation,CO,0
4,28800.0,3.0,13,B,RENT,debt_consolidation,NH,1
7,27500.0,8.0,24,B,MORTGAGE,debt_consolidation,MI,1
4,76800.0,12.0,30,C,MORTGAGE,debt_consolidation,TX,0
1,45000.0,4.0,18,A,RENT,other,NY,1
4,50000.0,15.0,28,B,RENT,credit_card,LA,1
10,170000.0,13.0,41,C,MORTGAGE,debt_consolidation,MD,1
5,45000.0,10.0,17,B,RENT,credit_card,MD,1
10,54400.0,15.0,20,A,MORTGAGE,debt_consolidation,TX,1
10,57600.0,17.0,26,B,MORTGAGE,wedding,OH,1
3,130000.0,6.0,15,B,RENT,debt_consolidation,MA,1
6,95000.0,4.0,19,E,RENT,debt_consolidation,NY,1
0,21000.0,5.0,20,C,MORTGAGE,debt_consolidation,MI,1
1,360000.0,26.0,33,G,RENT,moving,MI,1
4,75000.0,7.0,18,C,RENT,vacation,NY,1
7,72000.0,9.0,20,A,MORTGAGE,home_improvement,OH,1
7,50400.0,6.0,16,C,RENT,wedding,PA,1
8,49992.0,8.0,17,C,MORTGAGE,car,PA,1
0,52000.0,8.0,19,B,RENT,debt_consolidation,WA,1
1,65000.0,6.0,36,E,RENT,credit_card,CA,1
10,80892.0,8.0,25,F,MORTGAGE,other,CA,1
3,75000.0,17.0,18,F,MORTGAGE,small_business,AR,0
3,30000.0,10.0,20,A,MORTGAGE,car,MO,1
3,45000.0,9.0,21,B,RENT,debt_consolidation,OH,1
1,33600.0,5.0,13,B,MORTGAGE,car,CA,1
3,54000.0,12.0,25,E,RENT,debt_consolidation,MD,0
7,65700.0,8.0,26,B,RENT,other,TX,1
10,88000.0,9.0,30,B,MORTGAGE,home_improvement,SC,1
0,30000.0,9.0,14,B,OWN,credit_card,MO,1
4,110000.0,7.0,13,B,MORTGAGE,other,TX,1
10,55000.0,5.0,34,B,MORTGAGE,home_improvement,NM,0
4,50400.0,4.0,13,A,MORTGAGE,home_improvement,KY,1
5,30000.0,9.0,19,A,RENT,credit_card,CA,1
1,32000.0,13.0,16,A,RENT,credit_card,CA,1
1,37680.0,10.0,13,D,MORTGAGE,car,MO,1
9,117000.0,4.0,24,A,MORTGAGE,other,VA,1
10,75000.0,13.0,20,B,RENT,debt_consolidation,MD,1
4,13000.0,4.0,11,E,RENT,debt_consolidation,CA,1
8,50052.0,16.0,31,B,OWN,home_improvement,IL,1
0,18500.0,9.0,15,A,RENT,moving,PA,0
4,80004.0,14.0,17,B,MORTGAGE,debt_consolidation,NV,0
5,109200.0,16.0,15,D,MORTGAGE,home_improvement,FL,1
5,52000.0,5.0,13,B,RENT,car,MD,1
1,15600.0,4.0,15,D,RENT,debt_consolidation,OR,1
3,60000.0,4.0,19,B,RENT,other,TX,1
10,50000.0,15.0,25,A,MORTGAGE,medical,TX,1
1,50000.0,6.0,11,A,RENT,car,TX,1
1,40000.0,4.0,18,C,RENT,major_purchase,NY,1
4,40000.0,3.0,24,E,MORTGAGE,major_purchase,CA,1
10,90000.0,9.0,27,A,MORTGAGE,car,CT,1
8,77378.0,11.0,16,B,MORTGAGE,small_business,CT,1
8,79000.0,10.0,25,E,RENT,debt_consolidation,CA,1
6,30000.0,14.0,26,B,RENT,debt_consolidation,NM,1
1,32000.0,4.0,14,D,RENT,debt_consolidation,CA,1
3,93000.0,21.0,17,B,RENT,small_business,NJ,1
3,36400.0,8.0,14,B,OWN,debt_consolidation,IL,1
4,33000.0,6.0,10,D,RENT,moving,CA,1
5,51000.0,23.0,30,D,RENT,debt_consolidation,CA,1
8,47000.0,9.0,21,B,RENT,debt_consolidation,NJ,1
4,43200.0,7.0,10,D,RENT,medical,CA,1
2,28800.0,11.0,12,B,RENT,debt_consolidation,OH,1
5,22812.72,12.0,17,D,RENT,debt_consolidation,IL,1
5,62000.0,5.0,18,B,MORTGAGE,credit_card,MI,1
2,44196.0,6.0,21,C,RENT,major_purchase,CA,1
8,66000.0,4.0,16,B,RENT,car,NY,1
10,96000.0,4.0,19,C,MORTGAGE,debt_consolidation,NC,1
10,43000.0,8.0,27,A,MORTGAGE,car,FL,1
10,50004.0,13.0,20,B,RENT,debt_consolidation,TX,1
9,57600.0,6.0,25,B,MORTGAGE,home_improvement,MN,1
10,43000.0,16.0,28,A,MORTGAGE,debt_consolidation,MN,1
3,36000.0,13.0,11,D,RENT,other,NC,1
10,88812.93,8.0,23,D,MORTGAGE,credit_card,PA,1
10,31000.0,12.0,35,A,MORTGAGE,debt_consolidation,NJ,1
6,60000.0,10.0,20,C,RENT,debt_consolidation,MD,0
4,56000.0,12.0,17,D,RENT,debt_consolidation,CA,1
8,54000.0,18.0,17,C,RENT,debt_consolidation,NY,1
10,95000.0,20.0,19,B,MORTGAGE,debt_consolidation,IL,1
5,103200.0,8.0,24,B,MORTGAGE,car,GA,1
10,57600.0,9.0,23,B,MORTGAGE,debt_consolidation,CA,0
9,77004.0,5.0,27,B,MORTGAGE,debt_consolidation,FL,1
8,40800.0,10.0,24,A,MORTGAGE,debt_consolidation,OH,1
2,22452.0,8.0,17,A,RENT,debt_consolidation,OR,1
3,18996.0,3.0,10,D,RENT,other,FL,0
3,66000.0,5.0,33,B,RENT,credit_card,NY,1
10,71700.0,15.0,28,C,MORTGAGE,debt_consolidation,FL,1
3,57359.0,17.0,19,A,MORTGAGE,debt_consolidation,SC,1
1,65000.0,5.0,13,E,RENT,debt_consolidation,DC,1
3,99000.0,7.0,27,D,RENT,house,AZ,1
2,22951.0,4.0,11,D,RENT,major_purchase,OH,1
4,36996.0,3.0,27,B,RENT,other,CA,1
2,65000.0,4.0,10,D,RENT,major_purchase,MD,1
4,47000.0,8.0,17,E,RENT,major_purchase,LA,1
1,85000.0,16.0,16,D,MORTGAGE,debt_consolidation,CA,1
1,64800.0,6.0,14,B,RENT,credit_card,CA,1
3,57600.0,6.0,16,A,MORTGAGE,credit_card,CA,1
1,130000.0,8.0,12,D,OWN,debt_consolidation,CA,0
10,56000.0,11.0,22,E,OWN,home_improvement,NH,1
5,34560.0,8.0,11,D,RENT,debt_consolidation,CA,1
6,168300.0,14.0,37,E,MORTGAGE,small_business,NC,1
1,42000.0,5.0,14,C,RENT,major_purchase,MI,1
4,25000.0,9.0,11,B,RENT,home_improvement,CT,1
10,48000.0,14.0,18,B,RENT,debt_consolidation,CA,0
3,49800.0,8.0,12,B,RENT,debt_consolidation,CA,1
5,57000.0,5.0,20,C,RENT,other,VA,1
9,38400.0,2.0,17,A,RENT,major_purchase,CA,1
2,52000.0,7.0,17,B,RENT,small_business,VA,1
6,115000.0,14.0,16,B,MORTGAGE,home_improvement,VA,0
1,38000.0,5.0,16,D,RENT,medical,CO,1
10,110000.0,8.0,21,C,MORTGAGE,debt_consolidation,TX,1
1,40000.0,6.0,29,B,RENT,credit_card,KS,0
4,54500.0,26.0,19,G,MORTGAGE,debt_consolidation,OH,0
8,100000.0,23.0,25,F,OWN,home_improvement,CA,1
6,54000.0,7.0,22,C,MORTGAGE,debt_consolidation,CA,1
5,39000.0,8.0,18,D,MORTGAGE,home_improvement,KY,1
10,52000.0,6.0,18,A,MORTGAGE,home_improvement,IL,1
8,45600.0,6.0,18,C,RENT,car,WI,1
10,34000.0,9.0,19,A,MORTGAGE,credit_card,AZ,0
1,40000.0,6.0,16,B,RENT,car,IL,1
1,59000.0,7.0,11,C,RENT,debt_consolidation,NJ,1
7,70000.0,7.0,27,D,RENT,debt_consolidation,NY,0
5,102000.0,21.0,22,F,MORTGAGE,debt_consolidation,NY,1
4,65544.0,10.0,20,B,OWN,other,CO,1
8,78636.0,12.0,29,E,MORTGAGE,debt_consolidation,LA,1
5,214992.0,9.0,25,C,MORTGAGE,debt_consolidation,IL,0
4,100000.0,14.0,22,A,MORTGAGE,major_purchase,AL,1
6,135996.0,15.0,26,F,MORTGAGE,debt_consolidation,MO,1
10,70000.0,4.0,21,D,MORTGAGE,other,FL,1
10,103000.0,16.0,22,C,MORTGAGE,car,MN,1
4,71000.0,20.0,19,C,MORTGAGE,home_improvement,MA,1
10,45000.0,6.0,23,C,MORTGAGE,home_improvement,KS,0
0,16800.0,16.0,17,A,MORTGAGE,other,WV,1
5,110000.0,8.0,23,C,MORTGAGE,credit_card,IL,0
5,125000.0,10.0,33,E,OWN,debt_consolidation,PA,1
1,39216.0,4.0,12,F,RENT,debt_consolidation,KS,1
9,120000.0,8.0,25,B,MORTGAGE,home_improvement,MA,1
2,60000.0,5.0,14,A,RENT,major_purchase,MD,1
10,77658.0,8.0,19,C,RENT,debt_consolidation,NV,1
0,68069.0,12.0,30,A,MORTGAGE,debt_consolidation,OR,1
10,55000.0,6.0,27,B,RENT,debt_consolidation,NY,1
1,100000.0,9.0,23,D,MORTGAGE,other,CA,1
1,31000.0,6.0,10,C,RENT,wedding,MI,1
10,70000.0,17.0,21,A,RENT,debt_consolidation,MD,1
10,52680.0,16.0,22,D,OWN,home_improvement,NC,1
4,65000.0,2.0,19,C,MORTGAGE,major_purchase,CA,1
10,65000.0,7.0,16,E,MORTGAGE,small_business,CA,1
0,54000.0,16.0,16,A,MORTGAGE,house,NY,1
5,50000.0,4.0,22,B,MORTGAGE,other,FL,1
0,46800.0,7.0,18,D,MORTGAGE,debt_consolidation,MI,1
10,73000.0,5.0,25,B,RENT,debt_consolidation,NJ,1
9,133500.0,11.0,26,B,MORTGAGE,home_improvement,MI,1
8,120000.0,8.0,27,C,MORTGAGE,credit_card,CA,0
1,42000.0,9.0,14,F,RENT,debt_consolidation,TX,1
1,45000.0,14.0,15,B,RENT,debt_consolidation,MD,1
10,46000.0,8.0,20,D,RENT,other,OH,0
4,70000.0,9.0,15,B,RENT,wedding,CA,1
4,24000.0,7.0,25,A,RENT,moving,CA,1
6,43860.0,5.0,13,B,RENT,other,OR,1
1,90000.0,11.0,20,A,MORTGAGE,debt_consolidation,PA,1
4,24000.0,6.0,11,C,RENT,debt_consolidation,NJ,1
3,26400.0,5.0,12,D,OWN,other,WA,1
1,53000.0,5.0,20,E,RENT,debt_consolidation,VA,1
6,28308.8,19.0,17,E,RENT,debt_consolidation,PA,1
9,48000.0,8.0,15,A,RENT,debt_consolidation,IL,1
10,61200.0,4.0,29,B,MORTGAGE,home_improvement,GA,1
4,52800.0,11.0,21,C,MORTGAGE,small_business,CO,1
10,70800.0,16.0,26,B,MORTGAGE,debt_consolidation,GA,1
5,38500.0,9.0,16,D,RENT,credit_card,PA,1
4,150000.0,5.0,30,A,MORTGAGE,major_purchase,MO,1
1,35000.0,4.0,13,B,RENT,small_business,HI,1
7,50000.0,7.0,24,E,RENT,debt_consolidation,CA,0
1,102500.0,15.0,15,F,MORTGAGE,debt_consolidation,GA,1
3,86000.0,5.0,22,A,MORTGAGE,credit_card,CO,1
10,55000.0,8.0,19,C,MORTGAGE,credit_card,MN,0
5,78000.0,14.0,20,E,MORTGAGE,debt_consolidation,CA,0
0,16572.0,4.0,22,C,OWN,debt_consolidation,PA,0
1,31000.0,11.0,18,D,RENT,debt_consolidation,PA,1
10,46500.0,16.0,26,B,MORTGAGE,debt_consolidation,PA,1
1,30000.0,11.0,12,A,OWN,medical,CA,1
4,51356.0,7.0,20,A,RENT,credit_card,CA,1
6,41000.0,6.0,19,A,MORTGAGE,debt_consolidation,IL,1
4,75000.0,8.0,16,A,MORTGAGE,debt_consolidation,CA,1
6,68947.2,20.0,18,E,MORTGAGE,debt_consolidation,MN,1
2,36000.0,25.0,14,E,MORTGAGE,debt_consolidation,AL,1
0,55560.0,7.0,32,B,MORTGAGE,home_improvement,KS,1
2,125000.0,14.0,20,A,MORTGAGE,house,OK,1
1,48000.0,6.0,14,B,MORTGAGE,debt_consolidation,NC,1
10,118000.0,13.0,21,C,RENT,debt_consolidation,VA,0
6,55000.0,10.0,14,B,RENT,debt_consolidation,CA,0
4,27000.0,6.0,11,B,RENT,major_purchase,FL,1
5,25000.0,13.0,24,B,RENT,debt_consolidation,MI,1
8,70000.0,12.0,14,A,MORTGAGE,home_improvement,CA,1
2,37000.0,4.0,13,B,MORTGAGE,small_business,IL,0
7,36000.0,10.0,25,B,RENT,vacation,CA,0
1,75000.0,9.0,23,D,RENT,small_business,VT,1
5,99000.0,4.0,34,A,RENT,wedding,NY,1
1,80000.0,9.0,20,D,RENT,debt_consolidation,CA,0
1,21000.0,7.0,14,A,RENT,major_purchase,TX,1
10,100000.0,9.0,18,E,MORTGAGE,credit_card,AZ,1
10,80000.0,13.0,30,A,MORTGAGE,debt_consolidation,NJ,1
10,120996.0,9.0,20,A,MORTGAGE,other,TX,1
1,25000.0,3.0,10,E,RENT,moving,NY,1
3,47000.0,10.0,13,B,RENT,debt_consolidation,CT,1
9,66500.0,9.0,17,B,MORTGAGE,home_improvement,CA,1
5,36000.0,9.0,18,B,MORTGAGE,debt_consolidation,GA,0
10,66000.0,6.0,28,B,MORTGAGE,small_business,AZ,1
3,54000.0,6.0,15,D,RENT,other,NJ,1
9,160000.0,15.0,17,B,OWN,debt_consolidation,NY,1
10,60000.0,8.0,23,A,MORTGAGE,credit_card,KS,1
6,66400.0,13.0,22,A,RENT,major_purchase,OK,1
8,40560.0,15.0,37,A,MORTGAGE,car,VA,1
3,36500.0,16.0,17,C,RENT,wedding,PA,1
8,81996.0,12.0,19,E,MORTGAGE,debt_consolidation,WV,1
1,35000.0,5.0,12,F,RENT,other,NY,1
1,30000.0,5.0,24,B,RENT,debt_consolidation,MD,1
8,53000.0,8.0,18,A,MORTGAGE,debt_consolidation,NY,1
1,75000.0,19.0,25,A,RENT,debt_consolidation,CA,1
10,86000.0,13.0,35,D,MORTGAGE,other,KY,1
5,70000.0,14.0,17,B,MORTGAGE,small_business,NJ,1
1,105000.0,5.0,19,C,RENT,other,TX,1
5,50000.0,5.0,27,B,MORTGAGE,debt_consolidation,OR,1
8,59500.0,8.0,25,B,MORTGAGE,moving,AZ,1
3,30000.0,20.0,14,C,MORTGAGE,home_improvement,NC,0
4,44004.0,9.0,17,A,MORTGAGE,debt_consolidation,CO,1
1,43680.0,4.0,16,B,RENT,wedding,TX,1
4,50000.0,16.0,19,B,RENT,debt_consolidation,NY,1
5,44000.0,5.0,15,A,RENT,debt_consolidation,AZ,1
4,48000.0,9.0,17,B,OWN,debt_consolidation,HI,1
10,105000.0,10.0,24,C,MORTGAGE,wedding,IL,0
5,24000.0,5.0,17,A,RENT,home_improvement,GA,1
6,52000.0,9.0,23,D,MORTGAGE,debt_consolidation,NJ,1
10,75000.0,13.0,31,E,MORTGAGE,debt_consolidation,CA,1
7,50400.0,4.0,21,A,MORTGAGE,car,CO,1
10,66000.0,6.0,20,B,MORTGAGE,home_improvement,NV,1
1,40000.0,10.0,10,B,RENT,debt_consolidation,NY,1
7,55000.0,8.0,18,E,RENT,debt_consolidation,CO,1
3,28600.0,16.0,40,B,RENT,credit_card,OR,1
3,25380.0,6.0,11,D,MORTGAGE,debt_consolidation,CT,1
2,81744.0,8.0,18,D,RENT,debt_consolidation,CA,1
8,52000.0,9.0,18,B,MORTGAGE,debt_consolidation,NM,1
1,95000.0,14.0,15,D,MORTGAGE,major_purchase,MO,1
1,30000.0,8.0,12,A,RENT,debt_consolidation,MD,1
4,72000.0,6.0,10,E,MORTGAGE,credit_card,MO,1
3,60000.0,7.0,22,B,MORTGAGE,debt_consolidation,TX,1
1,60000.0,10.0,22,B,OWN,credit_card,PA,1
6,175000.0,8.0,20,D,MORTGAGE,debt_consolidation,OK,1
3,16800.0,14.0,13,B,OWN,car,NY,1
2,30000.0,6.0,16,B,RENT,other,CA,1
1,57600.0,9.0,15,A,RENT,car,MI,1
4,36000.0,3.0,11,B,RENT,wedding,FL,0
10,113316.0,14.0,22,B,MORTGAGE,car,MO,1
5,27600.0,2.0,12,B,RENT,car,FL,0
10,22944.0,3.0,10,B,RENT,home_improvement,MA,1
4,64800.0,7.0,15,E,MORTGAGE,major_purchase,MO,0
0,60000.0,5.0,18,C,RENT,other,AL,1
0,70000.0,13.0,21,D,MORTGAGE,debt_consolidation,FL,1
6,95000.0,8.0,14,C,MORTGAGE,home_improvement,FL,1
6,80000.0,8.0,17,A,RENT,credit_card,CO,1
3,82000.0,5.0,24,A,MORTGAGE,major_purchase,CA,1
10,85500.0,6.0,22,B,MORTGAGE,debt_consolidation,NH,1
6,65500.0,8.0,21,D,RENT,debt_consolidation,CO,1
10,85000.0,8.0,22,B,RENT,debt_consolidation,AL,1
10,80000.0,16.0,24,C,MORTGAGE,debt_consolidation,TX,0
2,65000.0,3.0,19,D,MORTGAGE,small_business,AL,1
4,40560.0,6.0,13,B,RENT,credit_card,NY,1
2,66500.0,16.0,25,D,RENT,debt_consolidation,CA,0
3,34000.0,7.0,16,A,MORTGAGE,other,MI,1
10,89440.0,21.0,35,A,MORTGAGE,home_improvement,NJ,1
10,98000.0,5.0,24,G,MORTGAGE,debt_consolidation,CA,1
10,60000.0,17.0,23,C,MORTGAGE,major_purchase,WI,1
2,27300.0,19.0,17,C,RENT,debt_consolidation,OR,0
10,83200.0,13.0,23,C,RENT,debt_consolidation,NJ,1
10,46000.0,13.0,20,C,OWN,debt_consolidation,TX,1
10,180000.0,13.0,24,D,MORTGAGE,credit_card,IL,1
5,49000.0,11.0,12,A,MORTGAGE,credit_card,IL,1
3,170004.0,9.0,25,B,MORTGAGE,debt_consolidation,WA,1
1,110000.0,8.0,18,B,RENT,other,CA,1
2,55000.0,5.0,14,D,RENT,debt_consolidation,FL,1
10,78000.0,9.0,18,F,MORTGAGE,debt_consolidation,IL,0
1,48000.0,7.0,13,D,RENT,debt_consolidation,RI,1
10,103641.0,13.0,19,B,RENT,vacation,MO,1
5,62510.0,6.0,26,B,MORTGAGE,credit_card,NC,1
7,44400.0,4.0,18,B,RENT,debt_consolidation,IL,0
2,33864.0,6.0,18,D,RENT,credit_card,NY,1
10,75500.0,7.0,31,D,MORTGAGE,home_improvement,MA,1
0,31000.0,6.0,38,A,MORTGAGE,other,KS,1
10,34800.0,10.0,31,B,RENT,debt_consolidation,RI,0
8,54000.0,7.0,19,A,MORTGAGE,car,OH,1
1,9600.0,4.0,11,C,RENT,small_business,MI,0
3,55000.0,8.0,15,E,MORTGAGE,debt_consolidation,IL,1
4,110000.0,22.0,18,E,MORTGAGE,home_improvement,CA,1
3,51996.0,9.0,18,A,MORTGAGE,debt_consolidation,VA,1
1,24000.0,12.0,16,A,RENT,other,CA,1
3,65000.0,7.0,30,A,MORTGAGE,debt_consolidation,NY,1
1,63504.0,9.0,22,B,RENT,other,NY,1
10,95000.0,14.0,20,E,MORTGAGE,home_improvement,MO,1
1,82000.0,12.0,19,B,MORTGAGE,other,AL,1
1,48000.0,17.0,21,B,OWN,car,TX,0
1,66000.0,18.0,17,B,MORTGAGE,credit_card,RI,1
9,61000.0,14.0,21,E,RENT,debt_consolidation,NJ,1
6,60000.0,6.0,13,A,RENT,car,VA,1
10,65000.0,8.0,34,C,MORTGAGE,debt_consolidation,VA,1
5,42000.0,7.0,16,B,RENT,debt_consolidation,CA,1
5,39150.0,5.0,18,E,RENT,debt_consolidation,CA,0
5,60000.0,11.0,15,A,RENT,debt_consolidation,NY,1
10,107004.0,12.0,23,B,MORTGAGE,major_purchase,NC,1
10,120000.0,6.0,21,B,MORTGAGE,debt_consolidation,MD,1
2,108000.0,5.0,31,B,MORTGAGE,other,VA,1
3,120000.0,10.0,22,F,MORTGAGE,home_improvement,PA,1
1,42000.0,7.0,12,B,RENT,debt_consolidation,GA,1
10,120000.0,10.0,29,B,MORTGAGE,credit_card,NM,1
7,60000.0,7.0,22,F,MORTGAGE,debt_consolidation,KS,0
